customer_id,name,gender,age,city,signup_date
1,김수민,F,19,광주,2024-07-21
2,김정호,F,32,대구,2025-12-04
3,이경수,F,61,성남,2024-07-14
4,조영호,F,55,울산,2026-05-15
5,이예원,F,19,부산,2024-10-15
6,김지원,F,32,성남,2026-07-29
7,이상현,F,53,인천,2025-01-13
8,이성호,M,32,수원,2025-01-25
9,송지민,M,69,서울,2025-11-20
10,유도현,F,62,울산,2024-11-07
11,강채원,M,35,대구,2026-01-22
12,김정남,F,66,대전,2024-11-01
13,고채원,F,23,울산,2025-03-22
14,윤성호,F,40,대전,2025-03-07
15,장정식,M,69,서울,2026-07-06
16,강보람,M,52,부산,2024-08-24
17,이현준,M,23,성남,2026-04-30
18,김순옥,M,58,고양,2023-11-04
19,김성수,M,54,인천,2024-09-28
20,백영호,F,20,인천,2024-12-10
21,박중수,M,23,인천,2026-05-04
22,이상호,F,42,광주,2025-12-29
23,신영자,M,58,대전,2026-02-01
24,김현준,F,41,대전,2025-10-09
25,권준호,F,60,광주,2024-04-03
26,안영자,F,56,대구,2023-11-16
27,최영수,F,28,수원,2024-09-03
28,고경숙,M,35,성남,2024-02-03
29,박수민,F,61,대전,2026-05-01
30,이민재,F,32,서울,2023-08-15
31,양수민,M,43,광주,2025-09-25
32,박미숙,F,31,고양,2026-04-07
33,윤우진,M,31,수원,2024-04-03
34,김진호,M,59,수원,2025-11-10
35,최예지,F,34,대구,2024-01-30
36,양지현,F,65,성남,2024-11-29
37,김영호,M,65,고양,2023-12-10
38,박도윤,M,55,울산,2025-11-14
39,김예은,M,32,대구,2025-12-11
40,박예준,M,23,서울,2024-07-04
41,권정순,F,27,대구,2024-12-06
42,장성호,M,56,부산,2025-10-22
43,김도윤,M,42,고양,2023-09-11
44,김서윤,M,51,광주,2023-11-28
45,김명자,F,61,부산,2023-09-27
46,김서현,M,67,대전,2026-06-14
47,박정웅,F,36,울산,2026-01-13
48,김예은,F,47,서울,2025-05-03
49,김시우,M,50,대구,2025-05-29
50,문도윤,F,58,광주,2026-05-21
51,김영순,F,27,대전,2025-01-18
52,김서연,F,52,성남,2025-11-20
53,이서준,F,56,대전,2024-09-01
54,김지원,M,19,부산,2025-12-11
55,윤영철,M,69,광주,2023-09-01
56,남지혜,F,21,인천,2024-04-24
57,박준호,F,23,수원,2023-11-09
58,김성훈,F,66,성남,2025-07-16
59,한정웅,F,26,수원,2025-12-20
60,박서연,F,34,성남,2024-07-13
61,최유진,M,31,성남,2024-12-09
62,최영일,F,63,광주,2025-11-12
63,성도현,M,60,대전,2024-05-24
64,김준호,M,51,수원,2025-04-28
65,손상호,F,33,인천,2026-02-18
66,김재호,F,39,서울,2026-01-04
67,심서영,F,55,인천,2024-12-10
68,이정남,F,22,서울,2024-11-18
69,남진우,F,22,서울,2023-08-24
70,엄현준,M,22,성남,2023-12-01
71,박미정,F,35,수원,2025-02-02
72,양영미,F,52,대구,2024-04-11
73,정성민,M,33,수원,2026-05-21
74,장윤서,M,30,부산,2026-06-05
75,양상훈,F,60,울산,2024-01-23
76,김수빈,M,45,울산,2024-07-02
77,김은주,M,64,서울,2024-09-23
78,김하은,F,21,울산,2023-10-27
79,이서준,M,69,부산,2023-08-15
80,김현우,F,30,인천,2024-04-17
81,최영자,M,26,울산,2023-08-25
82,노정수,F,35,수원,2024-03-28
83,전은경,F,22,수원,2024-03-27
84,김성호,F,21,성남,2023-10-10
85,김선영,F,23,인천,2024-01-16
86,최준호,F,44,수원,2026-03-31
87,유서현,M,31,울산,2024-04-18
88,송춘자,F,28,울산,2023-09-17
89,유종수,F,42,광주,2025-05-10
90,문지원,M,36,울산,2024-09-27
91,한성훈,M,27,인천,2023-10-09
92,김지은,M,31,서울,2025-07-25
93,류준호,F,65,대전,2024-07-21
94,김성진,F,21,고양,2023-11-25
95,이은주,M,50,성남,2025-04-21
96,홍순옥,F,21,성남,2023-09-21
97,주민준,F,29,부산,2024-09-25
98,최성현,F,61,인천,2024-12-09
99,나민석,M,25,고양,2026-01-21
100,김시우,F,55,고양,2025-10-25
101,박정희,F,57,부산,2026-06-16
102,이진호,M,60,고양,2025-01-03
103,장미정,M,34,인천,2024-11-18
104,장순옥,M,33,광주,2026-07-28
105,김승현,M,26,광주,2025-03-20
106,배은정,M,38,부산,2024-11-19
107,전성수,F,47,고양,2024-07-01
108,최재호,F,22,성남,2025-08-01
109,장영일,F,50,광주,2024-04-29
110,이정숙,F,40,부산,2026-03-28
111,류정훈,F,41,광주,2026-06-20
112,송민재,F,46,성남,2023-10-20
113,박준혁,M,57,성남,2023-12-01
114,손영환,F,60,성남,2026-07-26
115,이민재,M,60,부산,2026-07-13
116,권종수,F,34,부산,2024-01-22
117,김지원,F,65,성남,2026-07-26
118,김선영,F,35,광주,2024-02-14
119,송정남,F,63,대전,2025-12-25
120,하춘자,F,61,광주,2026-03-18
121,손영자,M,34,서울,2025-12-08
122,김준호,F,58,울산,2025-07-09
123,김재현,M,20,서울,2025-10-27
124,김시우,M,67,대구,2024-10-26
125,이지후,M,28,수원,2023-12-13
126,김정수,M,53,서울,2024-07-07
127,이영철,F,22,대구,2025-05-16
128,전성훈,F,41,고양,2026-02-02
129,김춘자,F,45,대구,2026-01-20
130,김성현,F,37,대전,2025-04-06
131,곽영자,F,40,인천,2025-12-05
132,배예지,F,60,부산,2024-10-06
133,김성진,M,67,성남,2026-06-30
134,오지현,M,57,대구,2024-02-24
135,박하윤,F,28,대구,2026-02-14
136,김은주,M,19,대구,2024-03-07
137,김선영,M,68,울산,2024-12-30
138,이정훈,F,35,대구,2025-03-20
139,하승현,F,42,서울,2023-12-15
140,권광수,M,32,인천,2025-02-03
141,김진호,M,40,광주,2023-10-11
142,하서연,F,32,서울,2023-09-10
143,김예은,F,43,대전,2024-02-03
144,김정자,M,22,광주,2025-03-05
145,조정호,M,59,성남,2024-02-03
146,김숙자,M,61,성남,2026-01-24
147,이정남,M,19,부산,2025-03-15
148,오도현,M,29,고양,2026-07-17
149,김정자,M,20,부산,2024-11-20
150,조미영,M,40,대전,2026-01-05
